datetime,snow
20170304 030400,0.02
20170304 030500,0.02
20170304 030600,0.02
20170304 030700,0.02
20170304 030800,0.02
20170304 030900,0.02
20170304 031000,0.02
20170304 031100,0.02
20170304 031200,0.02
20170304 031300,0.02
20170304 031400,0.02
20170304 031500,0.02
20170304 031600,0.02
20170304 031700,0.02
20170304 031800,0.02
20170304 031900,0.02
20170304 032000,0.02
20170304 032100,0.02
20170304 032200,0.02
20170304 032300,0.03
20170304 032400,0.02
20170304 032500,0.03
20170304 032600,0.03
20170304 032700,0.03
20170304 032800,0.03
20170304 032900,0.03
20170304 033000,0.03
20170304 033100,0.03
20170304 033200,0.03
20170304 033300,0.03
20170304 033400,0.03
20170304 033500,0.03
20170304 033600,0.03
20170304 033700,0.03
20170304 033800,0.03
20170304 033900,0.03
20170304 034000,0.03
20170304 034100,0.03
20170304 034200,0.03
20170304 034300,0.03
20170304 034400,0.03
20170304 034500,0.03
20170304 034600,0.03
20170304 034700,0.03
20170304 034800,0.03
20170304 034900,0.03
20170304 035000,0.03
20170304 035100,0.04
20170304 035200,0.03
20170304 035300,0.04
20170304 035400,0.04
20170304 035500,0.04
20170304 035600,0.04
20170304 035700,0.04
20170304 035800,0.04
20170304 035900,0.04
20170304 040000,0.04
20170304 040100,0.04
20170304 040200,0.04
20170304 040300,0.04
20170304 040400,0.04
20170304 040500,0.04
20170304 040600,0.04
20170304 040700,0.04
20170304 040800,0.04
20170304 040900,0.04
20170304 041000,0.04
20170304 041100,0.04
20170304 041200,0.04
20170304 041300,0.04
20170304 041400,0.04
20170304 041500,0.04
20170304 041600,0.04
20170304 041700,0.04
20170304 041800,0.04
20170304 041900,0.04
20170304 042000,0.04
20170304 042100,0.04
20170304 042200,0.04
20170304 042300,0.04
20170304 042400,0.04
20170304 042500,0.04
20170304 042600,0.04
20170304 042700,0.04
20170304 042800,0.04
20170304 042900,0.04
20170304 043000,0.04
20170304 043100,0.04
20170304 043200,0.04
20170304 043300,0.04
20170304 043400,0.04
20170304 043500,0.04
20170304 043600,0.04
20170304 043700,0.04
20170304 043800,0.04
20170304 043900,0.04
20170304 044000,0.04
20170304 044100,0.04
20170304 044200,0.04
20170304 044300,0.04
20170304 044400,0.04
20170304 044500,0.04
20170304 044600,0.04
20170304 044700,0.04
20170304 044800,0.04
20170304 044900,0.04
20170304 045000,0.04
20170304 045100,0.05
20170304 045200,0.05
20170304 045300,0.05
20170304 045400,0.05
20170304 045500,0.05
20170304 045600,0.05
20170304 045700,0.05
20170304 045800,0.05
20170304 045900,0.05
20170304 050000,0.05
20170304 050100,0.05
20170304 050200,0.05
20170304 050300,0.06
20170304 050400,0.05
20170304 050500,0.06
20170304 050600,0.06
20170304 050700,0.08
20170304 050800,0.1
20170304 050900,0.11
20170304 051000,0.12
20170304 051100,0.12
20170304 051200,0.12
20170304 051300,0.12
20170304 051400,0.12
20170304 051500,0.12
20170304 051600,0.12
20170304 051700,0.12
20170304 051800,0.13
20170304 051900,0.13
20170304 052000,0.13
20170304 052100,0.13
20170304 052200,0.14
20170304 052300,0.14
20170304 052400,0.14
20170304 052500,0.15
20170304 052600,0.15
20170304 052700,0.16
20170304 052800,0.16
20170304 052900,0.17
20170304 053000,0.17
20170304 053100,0.17
20170304 053200,0.18
20170304 053300,0.18
20170304 053400,0.19
20170304 053500,0.2
20170304 053600,0.2
20170304 053700,0.21
20170304 053800,0.21
20170304 053900,0.22
20170304 054000,0.23
20170304 054100,0.24
20170304 054200,0.24
20170304 054300,0.25
20170304 054400,0.26
20170304 054500,0.27
20170304 054600,0.28
20170304 054700,0.29
20170304 054800,0.3
20170304 054900,0.31
20170304 055000,0.32
20170304 055100,0.33
20170304 055200,0.34
20170304 055300,0.36
20170304 055400,0.37
20170304 055500,0.38
20170304 055600,0.4
20170304 055700,0.42
20170304 055800,0.44
20170304 055900,0.45
20170304 060000,0.47
20170304 060100,0.49
20170304 060200,0.51
20170304 060300,0.53
20170304 060400,0.55
20170304 060500,0.57
20170304 060600,0.6
20170304 060700,0.62
20170304 060800,0.65
20170304 060900,0.68
20170304 061000,0.7
20170304 061100,0.73
20170304 061200,0.76
20170304 061300,0.79
20170304 061400,0.83
20170304 061500,0.87
20170304 061600,0.91
20170304 061700,0.95
20170304 061800,0.99
20170304 061900,1.03
20170304 062000,1.07
20170304 062100,1.09
20170304 062200,1.12
20170304 062300,1.15
20170304 062400,1.18
20170304 062500,1.2
20170304 062600,1.23
20170304 062700,1.26
20170304 062800,1.3
20170304 062900,1.33
20170304 063000,1.36
20170304 063100,1.39
20170304 063200,1.42
20170304 063300,1.45
20170304 063400,1.49
20170304 063500,1.52
20170304 063600,1.55
20170304 063700,1.59
20170304 063800,1.62
20170304 063900,1.64
20170304 064000,1.67
20170304 064100,1.7
20170304 064200,1.72
20170304 064300,1.76
20170304 064400,1.78
20170304 064500,1.81
20170304 064600,1.88
20170304 064700,1.93
20170304 064800,1.95
20170304 064900,1.97
20170304 065000,1.99
20170304 065100,2.01
20170304 065200,2.03
20170304 065300,2.07
20170304 065400,2.1
20170304 065500,2.12
20170304 065600,2.15
20170304 065700,2.2
20170304 065800,2.25
20170304 065900,2.28
20170304 070000,2.31
20170304 070100,2.33
20170304 070200,2.35
20170304 070300,2.37
20170304 070400,2.39
20170304 070500,2.42
20170304 070600,2.46
20170304 070700,2.48
20170304 070800,2.51
20170304 070900,2.53
20170304 071000,2.59
20170304 071100,2.61
20170304 071200,2.63
20170304 071300,2.65
20170304 071400,2.67
20170304 071500,2.69
20170304 071600,2.7
20170304 071700,2.73
20170304 071800,2.74
20170304 071900,2.76
20170304 072000,2.78
20170304 072100,2.79
20170304 072200,2.8
20170304 072300,2.83
20170304 072400,2.85
20170304 072500,2.86
20170304 072600,2.88
20170304 072700,2.9
20170304 072800,2.92
20170304 072900,2.95
20170304 073000,2.98
20170304 073100,3.01
20170304 073200,3.05
20170304 073300,3.08
20170304 073400,3.11
20170304 073500,3.14
20170304 073600,3.17
20170304 073700,3.19
20170304 073800,3.25
20170304 073900,3.28
20170304 074000,3.32
20170304 074100,3.35
20170304 074200,3.39
20170304 074300,3.42
20170304 074400,3.45
20170304 074500,3.49
20170304 074600,3.52
20170304 074700,3.56
20170304 074800,3.59
20170304 074900,3.63
20170304 075000,3.66
20170304 075100,3.7
20170304 075200,3.73
20170304 075300,3.75
20170304 075400,3.78
20170304 075500,3.81
20170304 075600,3.83
20170304 075700,3.86
20170304 075800,3.89
20170304 075900,3.91
20170304 080000,3.93
20170304 080100,3.96
20170304 080200,4.01
20170304 080300,4.04
20170304 080400,4.06
20170304 080500,4.09
20170304 080600,4.11
20170304 080700,4.13
20170304 080800,4.15
20170304 080900,4.19
20170304 081000,4.22
20170304 081100,4.24
20170304 081200,4.26
20170304 081300,4.28
20170304 081400,4.3
20170304 081500,4.33
20170304 081600,4.36
20170304 081700,4.38
20170304 081800,4.41
20170304 081900,4.44
20170304 082000,4.47
20170304 082100,4.5
20170304 082200,4.54
20170304 082300,4.57
20170304 082400,4.59
20170304 082500,4.62
20170304 082600,4.65
20170304 082700,4.68
20170304 082800,4.71
20170304 082900,4.74
20170304 083000,4.77
20170304 083100,4.8
20170304 083200,4.82
20170304 083300,4.85
20170304 083400,4.87
20170304 083500,4.9
20170304 083600,4.92
20170304 083700,4.95
20170304 083800,4.97
20170304 083900,5.0
20170304 084000,5.02
20170304 084100,5.04
20170304 084200,5.07
20170304 084300,5.09
20170304 084400,5.11
20170304 084500,5.14
20170304 084600,5.16
20170304 084700,5.18
20170304 084800,5.21
20170304 084900,5.24
20170304 085000,5.26
20170304 085100,5.3
20170304 085200,5.32
20170304 085300,5.35
20170304 085400,5.38
20170304 085500,5.41
20170304 085600,5.44
20170304 085700,5.46
20170304 085800,5.49
20170304 085900,5.52
20170304 090000,5.54
20170304 090100,5.57
20170304 090200,5.6
20170304 090300,5.63
20170304 090400,5.66
20170304 090500,5.69
20170304 090600,5.71
20170304 090700,5.74
20170304 090800,5.76
20170304 090900,5.79
20170304 091000,5.82
20170304 091100,5.85
20170304 091200,5.87
20170304 091300,5.9
20170304 091400,5.93
20170304 091500,5.94
20170304 091600,5.96
20170304 091700,5.98
20170304 091800,6.0
20170304 091900,6.02
20170304 092000,6.04
20170304 092100,6.07
20170304 092200,6.09
20170304 092300,6.11
20170304 092400,6.14
20170304 092500,6.16
20170304 092600,6.18
20170304 092700,6.2
20170304 092800,6.22
20170304 092900,6.23
20170304 093000,6.25
20170304 093100,6.27
20170304 093200,6.3
20170304 093300,6.32
20170304 093400,6.34
20170304 093500,6.36
20170304 093600,6.38
20170304 093700,6.4
20170304 093800,6.42
20170304 093900,6.44
20170304 094000,6.45
20170304 094100,6.46
20170304 094200,6.47
20170304 094300,6.49
20170304 094400,6.5
20170304 094500,6.51
20170304 094600,6.52
20170304 094700,6.54
20170304 094800,6.55
20170304 094900,6.57
20170304 095000,6.58
20170304 095100,6.6
20170304 095200,6.61
20170304 095300,6.63
20170304 095400,6.64
20170304 095500,6.65
20170304 095600,6.66
20170304 095700,6.67
20170304 095800,6.68
20170304 095900,6.69
20170304 100000,6.71
20170304 100100,6.72
20170304 100200,6.73
20170304 100300,6.74
20170304 100400,6.76
20170304 100500,6.77
20170304 100600,6.78
20170304 100700,6.8
20170304 100800,6.81
20170304 100900,6.82
20170304 101000,6.83
20170304 101100,6.84
20170304 101200,6.85
20170304 101300,6.86
20170304 101400,6.87
20170304 101500,6.88
20170304 101600,6.89
20170304 101700,6.89
20170304 101800,6.9
20170304 101900,6.91
20170304 102000,6.93
20170304 102100,6.94
20170304 102200,6.96
20170304 102300,6.97
20170304 102400,6.98
20170304 102500,7.0
20170304 102600,7.01
20170304 102700,7.02
20170304 102800,7.03
20170304 102900,7.04
20170304 103000,7.05
20170304 103100,7.07
20170304 103200,7.09
20170304 103300,7.1
20170304 103400,7.12
20170304 103500,7.13
20170304 103600,7.15
20170304 103700,7.17
20170304 103800,7.19
20170304 103900,7.2
20170304 104000,7.21
20170304 104100,7.22
20170304 104200,7.23
20170304 104300,7.24
20170304 104400,7.26
20170304 104500,7.27
20170304 104600,7.28
20170304 104700,7.29
20170304 104800,7.3
20170304 104900,7.31
20170304 105000,7.32
20170304 105100,7.32
20170304 105200,7.33
20170304 105300,7.34
20170304 105400,7.35
20170304 105500,7.35
20170304 105600,7.36
20170304 105700,7.38
20170304 105800,7.39
20170304 105900,7.4
20170304 110000,7.41
20170304 110100,7.41
20170304 110200,7.42
20170304 110300,7.43
20170304 110400,7.44
20170304 110500,7.45
20170304 110600,7.46
20170304 110700,7.47
20170304 110800,7.47
20170304 110900,7.48
20170304 111000,7.48
20170304 111100,7.49
20170304 111200,7.49
20170304 111300,7.5
20170304 111400,7.5
20170304 111500,7.51
20170304 111600,7.51
20170304 111700,7.52
20170304 111800,7.52
20170304 111900,7.53
20170304 112000,7.54
20170304 112100,7.54
20170304 112200,7.55
20170304 112300,7.55
20170304 112400,7.56
20170304 112500,7.56
20170304 112600,7.57
20170304 112700,7.58
20170304 112800,7.58
20170304 112900,7.59
20170304 113000,7.6
20170304 113100,7.61
20170304 113200,7.63
20170304 113300,7.64
20170304 113400,7.66
20170304 113500,7.68
20170304 113600,7.69
20170304 113700,7.71
20170304 113800,7.72
20170304 113900,7.74
20170304 114000,7.76
20170304 114100,7.77
20170304 114200,7.79
20170304 114300,7.8
20170304 114400,7.81
20170304 114500,7.83
20170304 114600,7.84
20170304 114700,7.85
20170304 114800,7.87
20170304 114900,7.88
20170304 115000,7.89
20170304 115100,7.91
20170304 115200,7.93
20170304 115300,7.94
20170304 115400,7.96
20170304 115500,7.98
20170304 115600,7.99
20170304 115700,8.01
20170304 115800,8.02
20170304 115900,8.03
20170304 120000,8.05
20170304 120100,8.06
20170304 120200,8.07
20170304 120300,8.09
20170304 120400,8.1
20170304 120500,8.11
20170304 120600,8.13
20170304 120700,8.14
20170304 120800,8.16
20170304 120900,8.17
20170304 121000,8.18
20170304 121100,8.2
20170304 121200,8.21
20170304 121300,8.22
20170304 121400,8.24
20170304 121500,8.26
20170304 121600,8.27
20170304 121700,8.29
20170304 121800,8.3
20170304 121900,8.31
20170304 122000,8.32
20170304 122100,8.33
20170304 122200,8.35
20170304 122300,8.36
20170304 122400,8.37
20170304 122500,8.39
20170304 122600,8.4
20170304 122700,8.41
20170304 122800,8.41
20170304 122900,8.43
20170304 123000,8.44
20170304 123100,8.45
20170304 123200,8.46
20170304 123300,8.47
20170304 123400,8.48
20170304 123500,8.49
20170304 123600,8.5
20170304 123700,8.51
20170304 123800,8.52
20170304 123900,8.54
20170304 124000,8.55
20170304 124100,8.56
20170304 124200,8.57
20170304 124300,8.58
20170304 124400,8.6
20170304 124500,8.61
20170304 124600,8.61
20170304 124700,8.62
20170304 124800,8.63
20170304 124900,8.63
20170304 125000,8.63
20170304 125100,8.64
20170304 125200,8.64
20170304 125300,8.64
20170304 125400,8.65
20170304 125500,8.65
20170304 125600,8.65
20170304 125700,8.65
20170304 125800,8.66
20170304 125900,8.67
20170304 130000,8.67
20170304 130100,8.68
20170304 130200,8.68
20170304 130300,8.69
20170304 130400,8.7
20170304 130500,8.71
20170304 130600,8.72
20170304 130700,8.73
20170304 130800,8.74
20170304 130900,8.74
20170304 131000,8.75
20170304 131100,8.76
20170304 131200,8.77
20170304 131300,8.77
20170304 131400,8.78
20170304 131500,8.79
20170304 131600,8.8
20170304 131700,8.81
20170304 131800,8.82
20170304 131900,8.83
20170304 132000,8.83
20170304 132100,8.84
20170304 132200,8.85
20170304 132300,8.86
20170304 132400,8.87
20170304 132500,8.87
20170304 132600,8.88
20170304 132700,8.89
20170304 132800,8.9
20170304 132900,8.91
20170304 133000,8.91
20170304 133100,8.92
20170304 133200,8.93
20170304 133300,8.94
20170304 133400,8.95
20170304 133500,8.96
20170304 133600,8.97
20170304 133700,8.98
20170304 133800,8.99
20170304 133900,9.0
20170304 134000,9.01
20170304 134100,9.02
20170304 134200,9.03
20170304 134300,9.04
20170304 134400,9.05
20170304 134500,9.06
20170304 134600,9.07
20170304 134700,9.09
20170304 134800,9.1
20170304 134900,9.11
20170304 135000,9.12
20170304 135100,9.14
20170304 135200,9.14
20170304 135300,9.15
20170304 135400,9.16
20170304 135500,9.17
20170304 135600,9.18
20170304 135700,9.19
20170304 135800,9.2
20170304 135900,9.2
20170304 140000,9.21
20170304 140100,9.21
20170304 140200,9.22
20170304 140300,9.22
20170304 140400,9.23
20170304 140500,9.23
20170304 140600,9.24
20170304 140700,9.25
20170304 140800,9.26
20170304 140900,9.27
20170304 141000,9.28
20170304 141100,9.29
20170304 141200,9.3
20170304 141300,9.3
20170304 141400,9.31
20170304 141500,9.32
20170304 141600,9.34
20170304 141700,9.35
20170304 141800,9.36
20170304 141900,9.37
20170304 142000,9.38
20170304 142100,9.39
20170304 142200,9.4
20170304 142300,9.4
20170304 142400,9.41
20170304 142500,9.42
20170304 142600,9.43
20170304 142700,9.44
20170304 142800,9.45
20170304 142900,9.47
20170304 143000,9.48
20170304 143100,9.49
20170304 143200,9.51
20170304 143300,9.53
20170304 143400,9.54
20170304 143500,9.56
20170304 143600,9.57
20170304 143700,9.59
20170304 143800,9.6
20170304 143900,9.61
20170304 144000,9.62
20170304 144100,9.64
20170304 144200,9.65
20170304 144300,9.67
20170304 144400,9.68
20170304 144500,9.7
20170304 144600,9.71
20170304 144700,9.72
20170304 144800,9.73
20170304 144900,9.74
20170304 145000,9.76
20170304 145100,9.77
20170304 145200,9.78
20170304 145300,9.79
20170304 145400,9.8
20170304 145500,9.8
20170304 145600,9.81
20170304 145700,9.82
20170304 145800,9.83
20170304 145900,9.83
20170304 150000,9.84
20170304 150100,9.86
20170304 150200,9.87
20170304 150300,9.88
20170304 150400,9.88
20170304 150500,9.88
20170304 150600,9.89
20170304 150700,9.9
20170304 150800,9.91
20170304 150900,9.94
20170304 151000,9.98
20170304 151100,9.99
20170304 151200,10.01
20170304 151300,10.02
20170304 151400,10.04
20170304 151500,10.06
20170304 151600,10.08
20170304 151700,10.1
20170304 151800,10.13
20170304 151900,10.15
20170304 152000,10.17
20170304 152100,10.18
20170304 152200,10.18
20170304 152300,10.23
20170304 152400,10.24
20170304 152500,10.24
20170304 152600,10.25
20170304 152700,10.26
20170304 152800,10.28
20170304 152900,10.3
20170304 153000,10.31
20170304 153100,10.32
20170304 153200,10.33
20170304 153300,10.33
20170304 153400,10.34
20170304 153500,10.35
20170304 153600,10.35
20170304 153700,10.35
20170304 153800,10.35
20170304 153900,10.35
20170304 154000,10.36
20170304 154100,10.37
20170304 154200,10.37
20170304 154300,10.38
20170304 154400,10.39
20170304 154500,10.39
20170304 154600,10.39
20170304 154700,10.4
20170304 154800,10.41
20170304 154900,10.41
20170304 155000,10.42
20170304 155100,10.42
20170304 155200,10.42
20170304 155300,10.43
20170304 155400,10.43
20170304 155500,10.43
20170304 155600,10.44
20170304 155700,10.45
20170304 155800,10.45
20170304 155900,10.45
20170304 160000,10.46
20170304 160100,10.46
20170304 160200,10.47
20170304 160300,10.49
20170304 160400,10.51
20170304 160500,10.53
20170304 160600,10.55
20170304 160700,10.56
20170304 160800,10.59
20170304 160900,10.62
20170304 161000,10.65
20170304 161100,10.66
20170304 161200,10.67
20170304 161300,10.68
20170304 161400,10.68
20170304 161500,10.68
20170304 161600,10.69
20170304 161700,10.69
20170304 161800,10.69
20170304 161900,10.69
20170304 162000,10.69
20170304 162100,10.69
20170304 162200,10.69
20170304 162300,10.7
20170304 162400,10.7
20170304 162500,10.7
20170304 162600,10.75
20170304 162700,10.75
20170304 162800,10.75
20170304 162900,10.76
20170304 163000,10.76
20170304 163100,10.77
20170304 163200,10.77
20170304 163300,10.77
20170304 163400,10.77
20170304 163500,10.77
20170304 163600,10.77
20170304 163700,10.77
20170304 163800,10.78
20170304 163900,10.78
20170304 164000,10.77
20170304 164100,10.77
20170304 164200,10.77
20170304 164300,10.78
20170304 164400,10.78
20170304 164500,10.78
20170304 164600,10.78
20170304 164700,10.78
20170304 164800,10.78
20170304 164900,10.78
20170304 165000,10.78
20170304 165100,10.78
20170304 165200,10.78
20170304 165300,10.79
20170304 165400,10.79
20170304 165500,10.79
20170304 165600,10.79
20170304 165700,10.79
20170304 165800,10.79
20170304 165900,10.79
20170304 170000,10.79
20170304 170100,10.79
20170304 170200,10.79
20170304 170300,10.79
20170304 170400,10.79
20170304 170500,10.79
20170304 170600,10.79
20170304 170700,10.79
20170304 170800,10.79
20170304 170900,10.79
20170304 171000,10.79
20170304 171100,10.8
20170304 171200,10.8
20170304 171300,10.8
20170304 171400,10.8
20170304 171500,10.8
20170304 171600,10.8
20170304 171700,10.8
20170304 171800,10.8
20170304 171900,10.8
20170304 172000,10.8
20170304 172100,10.8
20170304 172200,10.81
20170304 172300,10.79
20170304 172400,10.8
20170304 172500,10.8
20170304 172600,10.8
20170304 172700,10.8
20170304 172800,10.8
20170304 172900,10.8
20170304 173000,10.8
20170304 173100,10.8
20170304 173200,10.79
20170304 173300,10.79
20170304 173400,10.8
20170304 173500,10.8
20170304 173600,10.8
20170304 173700,10.8
20170304 173800,10.81
20170304 173900,10.81
20170304 174000,10.82
20170304 174100,10.84
20170304 174200,10.86
20170304 174300,10.89
20170304 174400,10.93
20170304 174500,10.98
20170304 174600,11.01
20170304 174700,11.07
20170304 174800,11.12
20170304 174900,11.18
20170304 175000,11.25
20170304 175100,11.33
20170304 175200,11.42
20170304 175300,11.5
20170304 175400,11.59
20170304 175500,11.68
20170304 175600,11.76
20170304 175700,11.84
20170304 175800,11.92
20170304 175900,11.99
20170304 180000,12.07
20170304 180100,12.18
20170304 180200,12.38
20170304 180300,12.76
20170304 180400,12.99
20170304 180500,13.04
20170304 180600,13.09
20170304 180700,13.15
20170304 180800,13.19
20170304 180900,13.25
20170304 181000,13.31
20170304 181100,13.36
20170304 181200,13.41
20170304 181300,13.46
20170304 181400,13.52
20170304 181500,13.58
20170304 181600,13.61
20170304 181700,13.63
20170304 181800,13.65
20170304 181900,13.66
20170304 182000,13.71
20170304 182100,13.76
20170304 182200,13.78
20170304 182300,13.8
20170304 182400,13.82
20170304 182500,13.84
20170304 182600,13.87
20170304 182700,13.88
20170304 182800,13.9
20170304 182900,13.92
20170304 183000,13.95
20170304 183100,14.0
20170304 183200,14.1
20170304 183300,14.12
20170304 183400,14.13
20170304 183500,14.13
20170304 183600,14.14
20170304 183700,14.15
20170304 183800,14.16
20170304 183900,14.17
20170304 184000,14.18
20170304 184100,14.19
20170304 184200,14.2
20170304 184300,14.21
20170304 184400,14.22
20170304 184500,14.23
20170304 184600,14.25
20170304 184700,14.26
20170304 184800,14.27
20170304 184900,14.28
20170304 185000,14.29
20170304 185100,14.3
20170304 185200,14.31
20170304 185300,14.32
20170304 185400,14.32
20170304 185500,14.33
20170304 185600,14.33
20170304 185700,14.33
20170304 185800,14.33
20170304 185900,14.34
20170304 190000,14.33
20170304 190100,14.33
20170304 190200,14.34
20170304 190300,14.34
20170304 190400,14.34
20170304 190500,14.34
20170304 190600,14.34
20170304 190700,14.35
20170304 190800,14.35
20170304 190900,14.36
20170304 191000,14.36
20170304 191100,14.36
20170304 191200,14.37
20170304 191300,14.37
20170304 191400,14.38
20170304 191500,14.38
20170304 191600,14.39
20170304 191700,14.4
20170304 191800,14.41
20170304 191900,14.42
20170304 192000,14.42
20170304 192100,14.43
20170304 192200,14.43
20170304 192300,14.39
20170304 192400,14.39
20170304 192500,14.4
20170304 192600,14.4
20170304 192700,14.41
20170304 192800,14.41
20170304 192900,14.42
20170304 193000,14.42
20170304 193100,14.42
20170304 193200,14.42
20170304 193300,14.42
20170304 193400,14.43
20170304 193500,14.44
20170304 193600,14.44
20170304 193700,14.45
20170304 193800,14.46
20170304 193900,14.46
20170304 194000,14.46
20170304 194100,14.47
20170304 194200,14.47
20170304 194300,14.47
20170304 194400,14.47
20170304 194500,14.47
20170304 194600,14.48
20170304 194700,14.48
20170304 194800,14.48
20170304 194900,14.48
20170304 195000,14.48
20170304 195100,14.48
20170304 195200,14.49
20170304 195300,14.49
20170304 195400,14.49
20170304 195500,14.47
20170304 195600,14.46
20170304 195700,14.45
20170304 195800,14.45
20170304 195900,14.45
20170304 200000,14.45
20170304 200100,14.45
20170304 200200,14.46
20170304 200300,14.43
20170304 200400,14.44
20170304 200500,14.44
20170304 200600,14.43
20170304 200700,14.43
20170304 200800,14.43
20170304 200900,14.44
20170304 201000,14.44
20170304 201100,14.44
20170304 201200,14.44
20170304 201300,14.45
20170304 201400,14.45
20170304 201500,14.43
20170304 201600,14.41
20170304 201700,14.41
20170304 201800,14.41
20170304 201900,14.41
20170304 202000,14.41
20170304 202100,14.41
20170304 202200,14.42
20170304 202300,14.42
20170304 202400,14.42
20170304 202500,14.43
20170304 202600,14.43
20170304 202700,14.43
20170304 202800,14.44
20170304 202900,14.44
20170304 203000,14.45
20170304 203100,14.44
20170304 203200,14.45
20170304 203300,14.46
20170304 203400,14.47
20170304 203500,14.47
20170304 203600,14.48
20170304 203700,14.48
20170304 203800,14.49
20170304 203900,14.49
20170304 204000,14.5
20170304 204100,14.51
20170304 204200,14.52
20170304 204300,14.53
20170304 204400,14.54
20170304 204500,14.54
20170304 204600,14.55
20170304 204700,14.53
20170304 204800,14.52
20170304 204900,14.53
20170304 205000,14.48
20170304 205100,14.49
20170304 205200,14.49
20170304 205300,14.5
20170304 205400,14.5
20170304 205500,14.49
20170304 205600,14.5
20170304 205700,14.51
