datetime,snow
20170304 035600,0.11
20170304 035700,0.11
20170304 035800,0.14
20170304 035900,0.14
20170304 040000,0.14
20170304 040100,0.14
20170304 040200,0.11
20170304 040300,0.14
20170304 040400,0.12
20170304 040500,0.14
20170304 040600,0.14
20170304 040700,0.14
20170304 040800,0.12
20170304 040900,0.09
20170304 041000,0.15
20170304 041100,0.12
20170304 041200,0.12
20170304 041300,0.15
20170304 041400,0.12
20170304 041500,0.12
20170304 041600,0.12
20170304 041700,0.13
20170304 041800,0.13
20170304 041900,0.13
20170304 042000,0.1
20170304 042100,0.13
20170304 042200,0.1
20170304 042300,0.13
20170304 042400,0.13
20170304 042500,0.13
20170304 042600,0.1
20170304 042700,0.13
20170304 042800,0.11
20170304 042900,0.11
20170304 043000,0.11
20170304 043100,0.13
20170304 043200,0.11
20170304 043300,0.11
20170304 043400,0.11
20170304 043500,0.11
20170304 043600,0.09
20170304 043700,0.11
20170304 043800,0.11
20170304 043900,0.11
20170304 044000,0.11
20170304 044100,0.11
20170304 044200,0.12
20170304 044300,0.12
20170304 044400,0.12
20170304 044500,0.09
20170304 044600,0.09
20170304 044700,0.1
20170304 044800,0.1
20170304 044900,0.1
20170304 045000,0.1
20170304 045100,0.1
20170304 045200,0.1
20170304 045300,0.1
20170304 045400,0.07
20170304 045500,0.1
20170304 045600,0.1
20170304 045700,0.08
20170304 045800,0.1
20170304 045900,0.1
20170304 050000,0.08
20170304 050100,0.05
20170304 050200,0.08
20170304 050300,0.08
20170304 050400,0.11
20170304 050500,0.11
20170304 050600,0.13
20170304 050700,0.11
20170304 050800,0.11
20170304 050900,0.11
20170304 051000,0.11
20170304 051100,0.08
20170304 051200,0.08
20170304 051300,0.11
20170304 051400,0.11
20170304 051500,0.11
20170304 051600,0.1
20170304 051700,0.1
20170304 051800,0.1
20170304 051900,0.1
20170304 052000,0.1
20170304 052100,0.1
20170304 052200,0.1
20170304 052300,0.1
20170304 052400,0.13
20170304 052500,0.1
20170304 052600,0.1
20170304 052700,0.13
20170304 052800,0.1
20170304 052900,0.13
20170304 053000,0.1
20170304 053100,0.1
20170304 053200,0.1
20170304 053300,0.13
20170304 053400,0.1
20170304 053500,0.15
20170304 053600,0.12
20170304 053700,0.12
20170304 053800,0.12
20170304 053900,0.15
20170304 054000,0.15
20170304 054100,0.14
20170304 054200,0.14
20170304 054300,0.17
20170304 054400,0.17
20170304 054500,0.17
20170304 054600,0.17
20170304 054700,0.17
20170304 054800,0.17
20170304 054900,0.19
20170304 055000,0.19
20170304 055100,0.22
20170304 055200,0.21
20170304 055300,0.29
20170304 055400,0.37
20170304 055500,0.36
20170304 055600,0.36
20170304 055700,0.39
20170304 055800,0.42
20170304 055900,0.42
20170304 060000,0.42
20170304 060100,0.42
20170304 060200,0.44
20170304 060300,0.42
20170304 060400,0.44
20170304 060500,0.44
20170304 060600,0.44
20170304 060700,0.47
20170304 060800,0.47
20170304 060900,0.47
20170304 061000,0.49
20170304 061100,0.5
20170304 061200,0.55
20170304 061300,0.55
20170304 061400,0.55
20170304 061500,0.57
20170304 061600,0.57
20170304 061700,0.6
20170304 061800,0.65
20170304 061900,0.65
20170304 062000,0.7
20170304 062100,0.7
20170304 062200,0.73
20170304 062300,0.76
20170304 062400,0.76
20170304 062500,0.78
20170304 062600,0.83
20170304 062700,0.81
20170304 062800,0.86
20170304 062900,0.89
20170304 063000,0.89
20170304 063100,0.91
20170304 063200,0.94
20170304 063300,0.96
20170304 063400,0.97
20170304 063500,0.99
20170304 063600,0.97
20170304 063700,1.02
20170304 063800,1.05
20170304 063900,1.07
20170304 064000,1.07
20170304 064100,1.1
20170304 064200,1.15
20170304 064300,1.18
20170304 064400,1.18
20170304 064500,1.26
20170304 064600,1.26
20170304 064700,1.28
20170304 064800,1.34
20170304 064900,1.34
20170304 065000,1.39
20170304 065100,1.41
20170304 065200,1.44
20170304 065300,1.47
20170304 065400,1.47
20170304 065500,1.5
20170304 065600,1.5
20170304 065700,1.5
20170304 065800,1.52
20170304 065900,1.55
20170304 070000,1.55
20170304 070100,1.58
20170304 070200,1.6
20170304 070300,1.63
20170304 070400,1.71
20170304 070500,1.76
20170304 070600,1.81
20170304 070700,1.86
20170304 070800,1.89
20170304 070900,1.92
20170304 071000,1.92
20170304 071100,1.95
20170304 071200,2.0
20170304 071300,2.02
20170304 071400,2.05
20170304 071500,2.05
20170304 071600,2.1
20170304 071700,2.13
20170304 071800,2.16
20170304 071900,2.21
20170304 072000,2.26
20170304 072100,2.31
20170304 072200,2.34
20170304 072300,2.42
20170304 072400,2.47
20170304 072500,2.47
20170304 072600,2.57
20170304 072700,2.62
20170304 072800,2.62
20170304 072900,2.65
20170304 073000,2.68
20170304 073100,2.68
20170304 073200,2.73
20170304 073300,2.76
20170304 073400,2.84
20170304 073500,2.86
20170304 073600,2.94
20170304 073700,3.02
20170304 073800,3.07
20170304 073900,3.1
20170304 074000,3.15
20170304 074100,3.17
20170304 074200,3.22
20170304 074300,3.25
20170304 074400,3.28
20170304 074500,3.3
20170304 074600,3.35
20170304 074700,3.41
20170304 074800,3.46
20170304 074900,3.53
20170304 075000,3.59
20170304 075100,3.64
20170304 075200,3.71
20170304 075300,3.79
20170304 075400,3.82
20170304 075500,3.84
20170304 075600,3.84
20170304 075700,3.87
20170304 075800,3.87
20170304 075900,3.9
20170304 080000,3.97
20170304 080100,4.0
20170304 080200,4.1
20170304 080300,4.18
20170304 080400,4.26
20170304 080500,4.26
20170304 080600,4.31
20170304 080700,4.33
20170304 080800,4.36
20170304 080900,4.36
20170304 081000,4.41
20170304 081100,4.44
20170304 081200,4.44
20170304 081300,4.46
20170304 081400,4.46
20170304 081500,4.54
20170304 081600,4.54
20170304 081700,4.57
20170304 081800,4.64
20170304 081900,4.67
20170304 082000,4.72
20170304 082100,4.75
20170304 082200,4.8
20170304 082300,4.85
20170304 082400,4.87
20170304 082500,4.93
20170304 082600,4.98
20170304 082700,5.0
20170304 082800,5.0
20170304 082900,5.0
20170304 083000,5.03
20170304 083100,5.03
20170304 083200,5.06
20170304 083300,5.06
20170304 083400,5.06
20170304 083500,5.06
20170304 083600,5.11
20170304 083700,5.11
20170304 083800,5.16
20170304 083900,5.18
20170304 084000,5.24
20170304 084100,5.29
20170304 084200,5.36
20170304 084300,5.44
20170304 084400,5.46
20170304 084500,5.47
20170304 084600,5.52
20170304 084700,5.54
20170304 084800,5.57
20170304 084900,5.57
20170304 085000,5.59
20170304 085100,5.62
20170304 085200,5.65
20170304 085300,5.7
20170304 085400,5.72
20170304 085500,5.8
20170304 085600,5.88
20170304 085700,5.9
20170304 085800,6.0
20170304 085900,6.03
20170304 090000,6.11
20170304 090100,6.13
20170304 090200,6.13
20170304 090300,6.13
20170304 090400,6.16
20170304 090500,6.16
20170304 090600,6.16
20170304 090700,6.18
20170304 090800,6.18
20170304 090900,6.21
20170304 091000,6.26
20170304 091100,6.34
20170304 091200,6.39
20170304 091300,6.46
20170304 091400,6.49
20170304 091500,6.54
20170304 091600,6.57
20170304 091700,6.57
20170304 091800,6.57
20170304 091900,6.59
20170304 092000,6.59
20170304 092100,6.62
20170304 092200,6.67
20170304 092300,6.7
20170304 092400,6.7
20170304 092500,6.72
20170304 092600,6.72
20170304 092700,6.75
20170304 092800,6.77
20170304 092900,6.8
20170304 093000,6.83
20170304 093100,6.85
20170304 093200,6.85
20170304 093300,6.9
20170304 093400,6.9
20170304 093500,6.95
20170304 093600,6.93
20170304 093700,6.98
20170304 093800,7.0
20170304 093900,7.03
20170304 094000,7.05
20170304 094100,7.08
20170304 094200,7.05
20170304 094300,7.11
20170304 094400,7.11
20170304 094500,7.11
20170304 094600,7.13
20170304 094700,7.16
20170304 094800,7.16
20170304 094900,7.16
20170304 095000,7.18
20170304 095100,7.18
20170304 095200,7.21
20170304 095300,7.23
20170304 095400,7.21
20170304 095500,7.24
20170304 095600,7.24
20170304 095700,7.24
20170304 095800,7.24
20170304 095900,7.26
20170304 100000,7.26
20170304 100100,7.24
20170304 100200,7.26
20170304 100300,7.26
20170304 100400,7.29
20170304 100500,7.26
20170304 100600,7.29
20170304 100700,7.29
20170304 100800,7.29
20170304 100900,7.29
20170304 101000,7.31
20170304 101100,7.31
20170304 101200,7.34
20170304 101300,7.36
20170304 101400,7.37
20170304 101500,7.37
20170304 101600,7.39
20170304 101700,7.39
20170304 101800,7.42
20170304 101900,7.47
20170304 102000,7.49
20170304 102100,7.52
20170304 102200,7.57
20170304 102300,7.59
20170304 102400,7.64
20170304 102500,7.67
20170304 102600,7.67
20170304 102700,7.67
20170304 102800,7.7
20170304 102900,7.7
20170304 103000,7.75
20170304 103100,7.75
20170304 103200,7.77
20170304 103300,7.77
20170304 103400,7.8
20170304 103500,7.8
20170304 103600,7.8
20170304 103700,7.82
20170304 103800,7.82
20170304 103900,7.82
20170304 104000,7.82
20170304 104100,7.85
20170304 104200,7.83
20170304 104300,7.85
20170304 104400,7.88
20170304 104500,7.9
20170304 104600,7.93
20170304 104700,7.95
20170304 104800,7.95
20170304 104900,7.98
20170304 105000,8.0
20170304 105100,8.03
20170304 105200,8.0
20170304 105300,8.03
20170304 105400,8.08
20170304 105500,8.08
20170304 105600,8.13
20170304 105700,8.13
20170304 105800,8.16
20170304 105900,8.18
20170304 110000,8.18
20170304 110100,8.23
20170304 110200,8.26
20170304 110300,8.28
20170304 110400,8.28
20170304 110500,8.31
20170304 110600,8.31
20170304 110700,8.31
20170304 110800,8.34
20170304 110900,8.34
20170304 111000,8.31
20170304 111100,8.34
20170304 111200,8.34
20170304 111300,8.36
20170304 111400,8.36
20170304 111500,8.36
20170304 111600,8.36
20170304 111700,8.39
20170304 111800,8.36
20170304 111900,8.36
20170304 112000,8.36
20170304 112100,8.39
20170304 112200,8.36
20170304 112300,8.39
20170304 112400,8.39
20170304 112500,8.39
20170304 112600,8.39
20170304 112700,8.39
20170304 112800,8.36
20170304 112900,8.36
20170304 113000,8.39
20170304 113100,8.39
20170304 113200,8.39
20170304 113300,8.39
20170304 113400,8.39
20170304 113500,8.39
20170304 113600,8.39
20170304 113700,8.39
20170304 113800,8.39
20170304 113900,8.41
20170304 114000,8.41
20170304 114100,8.39
20170304 114200,8.41
20170304 114300,8.41
20170304 114400,8.41
20170304 114500,8.41
20170304 114600,8.44
20170304 114700,8.47
20170304 114800,8.47
20170304 114900,8.47
20170304 115000,8.52
20170304 115100,8.54
20170304 115200,8.57
20170304 115300,8.62
20170304 115400,8.62
20170304 115500,8.64
20170304 115600,8.67
20170304 115700,8.72
20170304 115800,8.72
20170304 115900,8.75
20170304 120000,8.77
20170304 120100,8.77
20170304 120200,8.77
20170304 120300,8.8
20170304 120400,8.8
20170304 120500,8.8
20170304 120600,8.8
20170304 120700,8.8
20170304 120800,8.82
20170304 120900,8.82
20170304 121000,8.82
20170304 121100,8.85
20170304 121200,8.87
20170304 121300,8.9
20170304 121400,8.87
20170304 121500,8.87
20170304 121600,8.87
20170304 121700,8.9
20170304 121800,8.92
20170304 121900,8.9
20170304 122000,8.92
20170304 122100,8.92
20170304 122200,8.95
20170304 122300,8.95
20170304 122400,8.95
20170304 122500,8.95
20170304 122600,8.95
20170304 122700,8.95
20170304 122800,8.98
20170304 122900,8.98
20170304 123000,9.0
20170304 123100,8.98
20170304 123200,8.98
20170304 123300,9.0
20170304 123400,9.0
20170304 123500,9.03
20170304 123600,9.03
20170304 123700,9.03
20170304 123800,9.03
20170304 123900,9.05
20170304 124000,9.05
20170304 124100,9.05
20170304 124200,9.05
20170304 124300,9.08
20170304 124400,9.1
20170304 124500,9.13
20170304 124600,9.13
20170304 124700,9.13
20170304 124800,9.13
20170304 124900,9.16
20170304 125000,9.16
20170304 125100,9.18
20170304 125200,9.18
20170304 125300,9.18
20170304 125400,9.21
20170304 125500,9.21
20170304 125600,9.21
20170304 125700,9.21
20170304 125800,9.21
20170304 125900,9.21
20170304 130000,9.21
20170304 130100,9.23
20170304 130200,9.26
20170304 130300,9.26
20170304 130400,9.26
20170304 130500,9.26
20170304 130600,9.26
20170304 130700,9.28
20170304 130800,9.28
20170304 130900,9.31
20170304 131000,9.28
20170304 131100,9.31
20170304 131200,9.28
20170304 131300,9.28
20170304 131400,9.31
20170304 131500,9.31
20170304 131600,9.33
20170304 131700,9.33
20170304 131800,9.39
20170304 131900,9.39
20170304 132000,9.39
20170304 132100,9.41
20170304 132200,9.39
20170304 132300,9.44
20170304 132400,9.44
20170304 132500,9.41
20170304 132600,9.46
20170304 132700,9.46
20170304 132800,9.49
20170304 132900,9.49
20170304 133000,9.51
20170304 133100,9.49
20170304 133200,9.51
20170304 133300,9.51
20170304 133400,9.51
20170304 133500,9.54
20170304 133600,9.54
20170304 133700,9.54
20170304 133800,9.54
20170304 133900,9.54
20170304 134000,9.54
20170304 134100,9.54
20170304 134200,9.54
20170304 134300,9.54
20170304 134400,9.54
20170304 134500,9.54
20170304 134600,9.54
20170304 134700,9.54
20170304 134800,9.56
20170304 134900,9.56
20170304 135000,9.56
20170304 135100,9.56
20170304 135200,9.56
20170304 135300,9.56
20170304 135400,9.56
20170304 135500,9.59
20170304 135600,9.59
20170304 135700,9.59
20170304 135800,9.59
20170304 135900,9.59
20170304 140000,9.59
20170304 140100,9.62
20170304 140200,9.62
20170304 140300,9.62
20170304 140400,9.64
20170304 140500,9.62
20170304 140600,9.62
20170304 140700,9.59
20170304 140800,9.62
20170304 140900,9.59
20170304 141000,9.62
20170304 141100,9.62
20170304 141200,9.59
20170304 141300,9.62
20170304 141400,9.56
20170304 141500,9.59
20170304 141600,9.62
20170304 141700,9.59
20170304 141800,9.62
20170304 141900,9.59
20170304 142000,9.59
20170304 142100,9.57
20170304 142200,9.59
20170304 142300,9.59
20170304 142400,9.59
20170304 142500,9.59
20170304 142600,9.59
20170304 142700,9.57
20170304 142800,9.59
20170304 142900,9.59
20170304 143000,9.57
20170304 143100,9.59
20170304 143200,9.59
20170304 143300,9.59
20170304 143400,9.59
20170304 143500,9.59
20170304 143600,9.59
20170304 143700,9.59
20170304 143800,9.59
20170304 143900,9.59
20170304 144000,9.62
20170304 144100,9.62
20170304 144200,9.62
20170304 144300,9.59
20170304 144400,9.62
20170304 144500,9.62
20170304 144600,9.59
20170304 144700,9.62
20170304 144800,9.62
20170304 144900,9.62
20170304 145000,9.62
20170304 145100,9.62
20170304 145200,9.62
20170304 145300,9.62
20170304 145400,9.67
20170304 145500,9.64
20170304 145600,9.67
20170304 145700,9.69
20170304 145800,9.69
20170304 145900,9.69
20170304 150000,9.69
20170304 150100,9.69
20170304 150200,9.69
20170304 150300,9.72
20170304 150400,9.69
20170304 150500,9.69
20170304 150600,9.74
20170304 150700,9.72
20170304 150800,9.74
20170304 150900,9.77
20170304 151000,9.79
20170304 151100,9.85
20170304 151200,9.84
20170304 151300,9.87
20170304 151400,9.87
20170304 151500,9.87
20170304 151600,9.87
20170304 151700,9.87
20170304 151800,9.9
20170304 151900,9.9
20170304 152000,9.87
20170304 152100,9.9
20170304 152200,9.92
20170304 152300,9.87
20170304 152400,9.9
20170304 152500,9.9
20170304 152600,9.92
20170304 152700,9.87
20170304 152800,9.89
20170304 152900,9.87
20170304 153000,9.89
20170304 153100,9.89
20170304 153200,9.89
20170304 153300,9.89
20170304 153400,9.92
20170304 153500,9.99
20170304 153600,10.15
20170304 153700,10.2
20170304 153800,10.2
20170304 153900,10.2
20170304 154000,10.25
20170304 154100,10.3
20170304 154200,10.32
20170304 154300,10.45
20170304 154400,10.65
20170304 154500,10.68
20170304 154600,10.65
20170304 154700,10.65
20170304 154800,10.65
20170304 154900,10.68
20170304 155000,10.65
20170304 155100,10.65
20170304 155200,10.65
20170304 155300,10.68
20170304 155400,10.65
20170304 155500,10.65
20170304 155600,10.65
20170304 155700,10.65
20170304 155800,10.65
20170304 155900,10.65
20170304 160000,10.65
20170304 160100,10.65
20170304 160200,10.68
20170304 160300,10.65
20170304 160400,10.68
20170304 160500,10.65
20170304 160600,10.65
20170304 160700,10.65
20170304 160800,10.65
20170304 160900,10.65
20170304 161000,10.65
20170304 161100,10.65
20170304 161200,10.65
20170304 161300,10.65
20170304 161400,10.65
20170304 161500,10.65
20170304 161600,10.67
20170304 161700,10.65
20170304 161800,10.65
20170304 161900,10.65
20170304 162000,10.65
20170304 162100,10.65
20170304 162200,10.65
20170304 162300,10.65
20170304 162400,10.65
20170304 162500,10.64
20170304 162600,10.64
20170304 162700,10.64
20170304 162800,10.64
20170304 162900,10.64
20170304 163000,10.64
20170304 163100,10.64
20170304 163200,10.64
20170304 163300,10.64
20170304 163400,10.64
20170304 163500,10.64
20170304 163600,10.64
20170304 163700,10.64
20170304 163800,10.64
20170304 163900,10.64
20170304 164000,10.64
20170304 164100,10.64
20170304 164200,10.64
20170304 164300,10.64
20170304 164400,10.64
20170304 164500,10.66
20170304 164600,10.64
20170304 164700,10.66
20170304 164800,10.64
20170304 164900,10.64
20170304 165000,10.64
20170304 165100,10.64
20170304 165200,10.64
20170304 165300,10.64
20170304 165400,10.64
20170304 165500,10.64
20170304 165600,10.64
20170304 165700,10.64
20170304 165800,10.64
20170304 165900,10.64
20170304 170000,10.64
20170304 170100,10.64
20170304 170200,10.66
20170304 170300,10.66
20170304 170400,10.66
20170304 170500,10.66
20170304 170600,10.66
20170304 170700,10.66
20170304 170800,10.64
20170304 170900,10.64
20170304 171000,10.66
20170304 171100,10.66
20170304 171200,10.64
20170304 171300,10.64
20170304 171400,10.63
20170304 171500,10.66
20170304 171600,10.66
20170304 171700,10.66
20170304 171800,10.66
20170304 171900,10.66
20170304 172000,10.63
20170304 172100,10.66
20170304 172200,10.66
20170304 172300,10.66
20170304 172400,10.66
20170304 172500,10.66
20170304 172600,10.66
20170304 172700,10.66
20170304 172800,10.65
20170304 172900,10.65
20170304 173000,10.65
20170304 173100,10.65
20170304 173200,10.65
20170304 173300,10.65
20170304 173400,10.65
20170304 173500,10.65
20170304 173600,10.65
20170304 173700,10.65
20170304 173800,10.68
20170304 173900,10.68
20170304 174000,10.7
20170304 174100,10.7
20170304 174200,10.75
20170304 174300,10.83
20170304 174400,10.96
20170304 174500,11.03
20170304 174600,11.08
20170304 174700,11.11
20170304 174800,11.16
20170304 174900,11.24
20170304 175000,11.31
20170304 175100,11.36
20170304 175200,11.44
20170304 175300,11.54
20170304 175400,11.64
20170304 175500,11.7
20170304 175600,11.75
20170304 175700,11.77
20170304 175800,11.8
20170304 175900,11.82
20170304 180000,11.9
20170304 180100,12.03
20170304 180200,12.15
20170304 180300,12.18
20170304 180400,12.26
20170304 180500,12.31
20170304 180600,12.33
20170304 180700,12.36
20170304 180800,12.41
20170304 180900,12.48
20170304 181000,12.56
20170304 181100,12.69
20170304 181200,12.81
20170304 181300,12.87
20170304 181400,12.89
20170304 181500,12.89
20170304 181600,12.92
20170304 181700,12.94
20170304 181800,12.99
20170304 181900,13.07
20170304 182000,13.15
20170304 182100,13.25
20170304 182200,13.3
20170304 182300,13.35
20170304 182400,13.38
20170304 182500,13.43
20170304 182600,13.48
20170304 182700,13.5
20170304 182800,13.53
20170304 182900,13.58
20170304 183000,13.63
20170304 183100,13.66
20170304 183200,13.73
20170304 183300,13.76
20170304 183400,13.78
20170304 183500,13.86
20170304 183600,13.86
20170304 183700,13.88
20170304 183800,13.91
20170304 183900,13.96
20170304 184000,13.96
20170304 184100,13.99
20170304 184200,13.99
20170304 184300,13.96
20170304 184400,14.01
20170304 184500,14.01
20170304 184600,14.01
20170304 184700,14.01
20170304 184800,14.04
20170304 184900,14.04
20170304 185000,14.01
20170304 185100,14.04
20170304 185200,14.01
20170304 185300,14.04
20170304 185400,14.04
20170304 185500,14.04
20170304 185600,14.04
20170304 185700,14.04
20170304 185800,14.03
20170304 185900,14.03
20170304 190000,14.03
20170304 190100,14.03
20170304 190200,14.03
20170304 190300,14.03
20170304 190400,14.03
20170304 190500,14.06
20170304 190600,14.06
20170304 190700,14.06
20170304 190800,14.06
20170304 190900,14.08
20170304 191000,14.06
20170304 191100,14.08
20170304 191200,14.11
20170304 191300,14.1
20170304 191400,14.08
20170304 191500,14.1
20170304 191600,14.1
20170304 191700,14.1
20170304 191800,14.08
20170304 191900,14.08
20170304 192000,14.1
20170304 192100,14.1
20170304 192200,14.13
20170304 192300,14.1
20170304 192400,14.1
20170304 192500,14.1
20170304 192600,14.12
20170304 192700,14.12
20170304 192800,14.12
20170304 192900,14.15
20170304 193000,14.14
20170304 193100,14.14
20170304 193200,14.17
20170304 193300,14.17
20170304 193400,14.19
20170304 193500,14.17
20170304 193600,14.19
20170304 193700,14.19
20170304 193800,14.22
20170304 193900,14.22
20170304 194000,14.19
20170304 194100,14.24
20170304 194200,14.24
20170304 194300,14.24
20170304 194400,14.24
20170304 194500,14.24
20170304 194600,14.24
20170304 194700,14.24
20170304 194800,14.24
20170304 194900,14.26
20170304 195000,14.26
20170304 195100,14.26
20170304 195200,14.26
20170304 195300,14.23
20170304 195400,14.23
20170304 195500,14.26
20170304 195600,14.23
20170304 195700,14.23
20170304 195800,14.26
20170304 195900,14.26
20170304 200000,14.26
20170304 200100,14.25
20170304 200200,14.28
20170304 200300,14.28
20170304 200400,14.3
20170304 200500,14.28
20170304 200600,14.25
20170304 200700,14.25
20170304 200800,14.3
20170304 200900,14.28
20170304 201000,14.28
20170304 201100,14.3
20170304 201200,14.27
20170304 201300,14.3
20170304 201400,14.3
20170304 201500,14.32
20170304 201600,14.32
20170304 201700,14.32
20170304 201800,14.32
20170304 201900,14.3
20170304 202000,14.32
20170304 202100,14.32
20170304 202200,14.37
20170304 202300,14.4
20170304 202400,14.37
20170304 202500,14.42
20170304 202600,14.42
20170304 202700,14.44
20170304 202800,14.42
20170304 202900,14.44
20170304 203000,14.44
20170304 203100,14.44
20170304 203200,14.47
20170304 203300,14.46
20170304 203400,14.44
20170304 203500,14.46
20170304 203600,14.44
20170304 203700,14.46
20170304 203800,14.46
20170304 203900,14.46
20170304 204000,14.48
20170304 204100,14.46
20170304 204200,14.48
20170304 204300,14.48
20170304 204400,14.48
20170304 204500,14.48
20170304 204600,14.48
20170304 204700,14.47
20170304 204800,14.47
20170304 204900,14.5
20170304 205000,14.45
20170304 205100,14.47
20170304 205200,14.47
20170304 205300,14.47
20170304 205400,14.47
20170304 205500,14.47
20170304 205600,14.47
20170304 205700,14.46
